emp_no;salary
469246;74666
469247;56581
469248;54487
469249;46454
469250;98599
469251;60739
469252;75806
469253;58183
469254;74373
469255;77318
469256;48547
469257;53215
469258;52835
469259;40847
469260;57717
469261;83261
469262;70506
469263;68477
469264;88827
469265;50736
469266;64403
469267;67287
469268;59830
469269;67595
469270;57882
469271;50922
469272;80942
469273;63933
469274;68839
469275;65740
469276;47895
469277;57622
469278;60771
469279;81014
469280;85765
469281;59620
469282;60039
469283;64076
469284;65481
469285;91730
469286;73223
469287;97603
469288;75362
469289;74764
469290;90929
469291;70479
469292;59285
469293;102334
469294;61762
469295;75316
469296;58427
469297;53215
469298;54333
469299;44665
469300;61827
469301;66185
469302;67706
469303;87336
469304;50012
469305;59968
469306;59543
469307;77743
469308;66948
469309;86640
469310;76898
469311;87174
469312;85071
469313;80156
469314;81330
469315;77058
469316;68010
469317;81382
469318;40000
469319;58414
469320;78668
469321;57429
469322;64980
469323;52930
469324;74649
469325;60877
469326;47895
469327;82047
469328;57214
469329;53612
469330;57263
469331;65421
469332;80134
469333;105112
469334;91181
469335;72295
469336;81854
469337;81495
469338;64778
469339;76544
469340;56319
469341;62500
469342;86221
469343;53927
469344;99829
469345;100734
469346;61760
469347;52511
469348;47122
469349;53141
469350;55015
469351;47194
469352;82376
469353;51508
469354;85115
469355;42637
469356;77261
469357;52053
469358;65075
469359;64985
469360;102680
469361;43776
469362;56327
469363;61632
469364;62376
469365;80673
469366;72090
469367;52048
469368;114212
469369;81273
469370;61357
469371;81133
469372;82732
469373;46650
469374;78670
469375;49523
469376;71251
469377;68811
469378;67622
469379;53889
469380;45529
469381;51301
469382;95271
469383;48778
469384;81355
469385;60632
469386;80457
469387;48499
469388;49238
469389;49652
469390;57284
469391;46062
469392;48759
469393;56609
469394;71162
469395;56451
469396;47145
469397;76844
469398;64887
469399;59200
469400;91377
469401;48336
469402;49319
469403;44849
469404;58765
469405;49521
469406;55675
469407;50662
469408;72416
469409;62954
469410;52674
469411;81999
469412;67882
469413;101402
469414;87208
469415;64204
469416;59163
469417;67393
469418;61062
469419;45502
469420;70359
469421;60364
469422;66707
469423;85360
469424;68051
469425;67753
469426;62909
469427;96452
469428;70073
469429;52729
469430;93281
469431;56801
469432;68416
469433;71488
469434;66197
469435;86022
469436;76123
469437;47186
469438;47969
469439;88559
469440;76436
469441;77575
469442;59932
469443;53717
469444;59231
469445;70397
469446;58410
469447;91037
469448;68055
469449;88037
469450;66209
469451;99436
469452;86627
469453;89281
469454;92866
469455;53565
469456;45576
469457;59764
469458;40371
469459;66247
469460;64269
469461;83900
469462;79535
469463;62831
469464;76309
469465;60802
469466;71144
469467;60793
469468;55612
469469;101596
469470;60770
469471;70620
469472;41758
469473;77284
469474;69465
469475;49413
469476;91147
469477;50886
469478;81535
469479;109838
469480;66139
469481;79872
469482;50406
469483;91733
469484;40000
469485;58879
469486;55036
469487;76655
469488;51462
469489;82980
469490;88163
469491;65672
469492;79878
469493;71729
469494;75275
469495;57028
469496;63932
469497;51337
469498;61709
469499;52379
469500;64275
469501;54000
469502;60150
469503;54442
469504;73908
469505;96795
469506;78508
469507;59720
469508;78168
469509;100645
469510;68333
469511;75886
469512;47214
469513;63936
469514;58887
469515;68360
469516;62252
469517;57151
469518;111464
469519;52877
469520;49686
469521;57178
469522;86677
469523;48551
469524;56919
469525;93908
469526;100424
469527;57646
469528;60464
469529;64158
469530;48699
469531;86328
469532;64494
469533;80923
469534;78370
469535;40000
469536;106652
469537;88307
469538;74107
469539;52630
469540;45525
469541;69332
469542;43639
469543;62518
469544;50486
469545;52389
469546;98236
469547;47549
469548;52067
469549;57874
469550;47906
469551;60366
469552;53388
469553;53068
469554;62471
469555;70058
469556;88719
469557;88040
469558;46586
469559;60196
469560;79265
469561;41954
469562;112992
469563;81129
469564;50870
469565;81872
469566;52802
469567;65576
469568;75525
469569;86092
469570;59254
469571;47567
469572;68111
469573;47543
469574;86388
469575;104241
469576;82114
469577;103099
469578;53216
469579;87811
469580;73331
469581;81227
469582;93342
469583;90384
469584;63038
469585;101208
469586;64464
469587;43051
469588;67806
469589;100482
469590;65904
469591;96929
469592;55383
469593;87317
469594;47769
469595;63318
469596;123075
469597;115931
469598;108992
469599;92042
469600;69773
469601;46362
469602;58887
469603;48165
469604;84837
469605;70714
469606;51915
469607;77197
469608;74637
469609;80220
469610;45686
469611;75072
469612;68090
469613;69250
469614;62449
469615;57003
469616;48045
469617;48446
469618;61548
469619;71587
469620;49250
469621;47690
469622;64412
469623;40000
469624;76135
469625;96987
469626;86340
469627;47376
469628;91687
469629;49377
469630;68810
469631;97152
469632;83815
469633;61800
469634;72003
469635;68911
469636;71184
469637;60777
469638;59307
469639;66957
469640;67367
469641;53489
469642;101614
469643;49266
469644;43437
469645;75093
469646;78414
469647;58389
469648;49709
469649;67345
469650;70614
469651;96952
469652;49033
469653;52142
469654;59091
469655;112934
469656;76520
469657;78629
469658;64358
469659;70106
469660;67924
469661;55340
469662;60201
469663;48830
469664;79181
469665;90133
469666;59701
469667;73640
469668;51127
469669;51900
469670;86574
469671;78213
469672;76517
469673;56461
469674;68716
469675;48017
469676;65713
469677;62982
469678;106877
469679;59240
469680;70291
469681;87619
469682;90399
469683;90707
469684;81798
469685;61516
469686;80630
469687;77566
469688;40988
469689;49629
469690;65807
469691;85155
469692;75146
469693;70866
469694;52437
469695;45865
469696;114435
469697;47564
469698;79173
469699;118161
469700;55594
469701;60945
469702;131032
469703;59433
469704;76392
469705;89054
469706;55479
469707;49182
469708;82939
469709;43629
469710;43794
469711;83663
469712;51297
469713;78655
469714;79313
469715;43492
469716;74700
469717;87313
469718;47044
469719;92751
469720;86576
469721;51024
469722;59162
469723;64647
469724;58174
469725;75806
469726;53299
469727;52916
469728;68326
469729;66710
469730;58858
469731;61194
469732;66094
469733;63299
469734;48097
469735;91134
469736;80163
469737;80098
469738;54528
469739;83738
469740;69252
469741;57802
469742;83604
469743;51154
469744;63634
469745;70423
469746;53011
469747;45243
469748;67009
469749;73031
469750;44311
469751;56971
469752;124433
469753;88849
469754;46873
469755;72742
469756;63546
469757;47757
469758;64475
469759;63723
469760;68095
469761;71016
469762;79995
469763;96419
469764;62186
469765;77609
469766;52533
469767;98680
469768;73132
469769;71975
469770;64554
469771;77308
469772;74109
469773;81353
469774;66332
469775;60423
469776;119629
469777;76665
469778;87839
469779;76131
469780;53169
469781;65563
469782;54875
469783;62325
469784;50819
469785;51384
469786;41894
469787;61732
469788;75314
469789;67530
469790;61152
469791;73023
469792;52442
469793;81696
469794;60092
469795;52595
469796;81417
469797;41739
469798;100260
469799;73012
469800;43348
469801;70467
469802;50881
469803;75144
469804;63006
469805;72802
469806;70564
469807;66053
469808;61899
469809;99361
469810;52010
469811;105256
469812;65490
469813;43051
469814;70018
469815;82813
469816;63399
469817;53316
469818;81957
469819;66399
469820;59673
469821;104697
469822;86777
469823;68029
469824;44238
469825;91882
469826;43544
469827;46000
469828;77956
469829;56068
469830;80254
469831;112317
469832;61198
469833;54443
469834;66427
469835;77714
469836;79189
469837;90220
469838;71941
469839;62882
469840;110090
469841;60152
469842;59001
469843;75507
469844;47753
469845;54709
469846;62810
469847;60565
469848;80714
469849;68359
469850;57188
469851;66880
469852;52970
469853;75588
469854;61997
469855;58196
469856;70371
469857;56182
469858;58549
469859;61437
469860;74395
469861;55265
469862;68562
469863;77777
469864;46669
469865;77448
469866;106482
469867;84005
469868;83464
469869;52017
469870;98756
469871;60874
469872;65348
469873;68049
469874;108312
469875;65138
469876;51431
469877;76105
469878;67374
469879;58323
469880;68894
469881;68336
469882;107908
469883;59764
469884;59991
469885;74304
469886;109877
469887;88136
469888;90657
469889;71339
469890;49392
469891;56177
469892;44486
469893;47973
469894;104647
469895;86496
469896;52612
469897;90658
469898;94719
469899;83672
469900;56756
469901;84014
469902;66297
469903;72712
469904;88892
469905;80857
469906;76059
469907;82541
469908;70830
469909;82882
469910;76181
469911;74458
469912;79530
469913;90302
469914;51405
469915;54749
469916;49735
469917;115710
469918;107764
469919;82842
469920;72627
469921;69695
469922;48666
469923;55688
469924;49044
469925;66928
469926;87478
469927;72049
469928;54729
469929;76538
469930;89477
469931;57627
469932;73058
469933;76814
469934;62177
469935;73204
469936;50466
469937;56541
469938;50768
469939;64351
469940;106926
469941;55731
469942;89535
469943;73441
469944;82546
469945;57326
469946;70015
469947;43985
469948;59865
469949;66051
469950;90734
469951;56726
469952;86805
469953;47024
469954;60083
469955;77845
469956;94898
469957;91707
469958;80085
469959;85710
469960;73967
469961;84346
469962;73634
469963;67442
469964;59397
469965;52366
469966;51156
469967;104968
469968;64212
469969;59154
469970;61393
469971;52293
469972;52916
469973;51852
469974;82674
469975;51751
469976;68954
469977;73817
469978;54078
469979;42767
469980;64630
469981;72437
469982;70375
469983;46678
469984;49183
469985;69564
469986;75533
469987;49037
469988;82860
469989;49881
469990;58021
469991;72841
469992;67392
469993;40000
469994;58674
469995;69343
469996;68686
469997;67746
469998;58808
469999;91418
470000;41510
470001;97328
470002;85273
470003;62719
470004;57236
470005;105800
470006;67129
470007;68943
470008;72733
470009;63288
470010;68392
470011;65914
470012;85634
470013;55155
470014;68306
470015;46880
470016;69143
470017;114831
470018;83912
470019;122958
470020;61312
470021;74381
470022;52286
470023;65575
470024;82526
470025;58293
470026;58167
470027;70761
470028;52558
470029;104428
470030;66226
470031;63292
470032;58954
470033;88725
470034;57916
470035;62033
470036;65058
470037;40275
470038;60743
470039;66919
470040;80338
470041;43804
470042;112388
470043;70930
470044;60904
470045;82188
470046;75417
470047;106030
470048;44215
470049;53615
470050;46094
470051;53876
470052;79636
470053;58744
470054;58670
470055;63360
470056;84972
470057;63703
470058;58443
470059;55661
470060;48212
470061;92548
470062;102990
470063;65542
470064;82599
470065;95996
470066;67173
470067;84337
470068;82187
470069;80892
470070;65231
470071;63948
470072;62185
470073;57485
470074;85633
470075;53352
470076;60130
470077;54854
470078;54476
470079;86189
470080;56651
470081;46814
470082;78073
470083;77654
470084;60045
470085;118336
470086;58532
470087;59287
470088;76977
470089;69080
470090;60679
470091;80580
470092;62177
470093;82163
470094;69717
470095;56207
470096;73107
470097;40000
470098;54829
470099;108003
470100;129085
470101;49644
470102;76436
470103;77235
470104;50967
470105;78981
470106;44486
470107;65958
470108;71806
470109;64382
470110;88470
470111;98726
470112;41274
470113;64628
